capture_id,report,date,radio,channel,edge,gain_mode,configured_gain_db,sample_rate_hz,capture_rms_rx0_dbfs,capture_rms_rx1_dbfs,track_count,dual_valid_track_count,strong_slope_track_count
ch1-upper-edge-narrow-pluto-19f2-20260813T124900Z,ch1-upper-edge-narrow-pluto-19f2-20260813T124900Z.json,2026-08-13,pluto-19f2,1,upper,slow_attack,,2500000.0,-12.363245748294187,-12.507213565435539,3,0,0
ch1-upper-edge-narrow-pluto-19f2-20260813T125656Z,ch1-upper-edge-narrow-pluto-19f2-20260813T125656Z.json,2026-08-13,pluto-19f2,1,upper,manual,50.0,2500000.0,-8.695222978708747,-7.710978421273209,1,0,0
ch1-upper-edge-narrow-pluto-19f2-20260813T130048Z,ch1-upper-edge-narrow-pluto-19f2-20260813T130048Z.json,2026-08-13,pluto-19f2,1,upper,manual,50.0,2500000.0,-8.758510784786731,-7.715492326206334,0,0,0
ch1-upper-edge-narrow-pluto-19f2-20260813T131227Z,ch1-upper-edge-narrow-pluto-19f2-20260813T131227Z.json,2026-08-13,pluto-19f2,1,upper,slow_attack,,2500000.0,-12.22548664954352,-12.505451412564806,4,0,0
ch1-upper-edge-narrow-pluto-19f2-20260813T143416Z,ch1-upper-edge-narrow-pluto-19f2-20260813T143416Z.json,2026-08-13,pluto-19f2,1,upper,manual,50.0,2500000.0,-8.330786927694689,-7.545091547737344,5,0,0
ch1-upper-edge-narrow-pluto-19f2-20260813T144555Z,ch1-upper-edge-narrow-pluto-19f2-20260813T144555Z.json,2026-08-13,pluto-19f2,1,upper,manual,50.0,2500000.0,-8.133654925525779,-7.24083400692427,6,0,0
ch1-upper-edge-narrow-pluto-19f2-20260813T150131Z,ch1-upper-edge-narrow-pluto-19f2-20260813T150131Z.json,2026-08-13,pluto-19f2,1,upper,slow_attack,,2500000.0,-12.35802922839409,-12.291740821252024,7,0,0
ch1-upper-edge-narrow-pluto-19f2-20260813T152109Z,ch1-upper-edge-narrow-pluto-19f2-20260813T152109Z.json,2026-08-13,pluto-19f2,1,upper,manual,50.0,2500000.0,-8.346816572611086,-7.507214274477148,3,0,0
ch1-upper-edge-narrow-pluto-19f2-20260813T152506Z,ch1-upper-edge-narrow-pluto-19f2-20260813T152506Z.json,2026-08-13,pluto-19f2,1,upper,manual,50.0,2500000.0,-8.259784268220741,-7.422561114147806,6,0,0
ch1-upper-edge-narrow-pluto-19f2-20260813T173931Z,ch1-upper-edge-narrow-pluto-19f2-20260813T173931Z.json,2026-08-13,pluto-19f2,1,upper,manual,50.0,2500000.0,-9.121220595999668,-8.174712004994944,1,0,0
ch1-upper-edge-narrow-pluto-19f2-20260813T193021Z,ch1-upper-edge-narrow-pluto-19f2-20260813T193021Z.json,2026-08-13,pluto-19f2,1,upper,slow_attack,,2500000.0,-12.2930692363458,-12.306387513904195,4,0,0
ch1-upper-edge-narrow-pluto-19f2-20260813T193816Z,ch1-upper-edge-narrow-pluto-19f2-20260813T193816Z.json,2026-08-13,pluto-19f2,1,upper,slow_attack,,2500000.0,-12.63782839350575,-12.151015058540747,1,0,0
ch1-upper-edge-narrow-pluto-19f2-20260813T200145Z,ch1-upper-edge-narrow-pluto-19f2-20260813T200145Z.json,2026-08-13,pluto-19f2,1,upper,manual,50.0,2500000.0,-8.81992342384102,-8.25189382469191,1,0,0
ch1-upper-edge-narrow-pluto-19f2-20260813T200936Z,ch1-upper-edge-narrow-pluto-19f2-20260813T200936Z.json,2026-08-13,pluto-19f2,1,upper,slow_attack,,2500000.0,-12.568823153405656,-12.596009116911322,2,0,0
ch1-upper-edge-narrow-pluto-19f2-20260813T204113Z,ch1-upper-edge-narrow-pluto-19f2-20260813T204113Z.json,2026-08-13,pluto-19f2,1,upper,manual,50.0,2500000.0,-8.9387817895592,-8.381262176703325,3,0,0
ch1-upper-edge-narrow-pluto-19f2-20260813T210050Z,ch1-upper-edge-narrow-pluto-19f2-20260813T210050Z.json,2026-08-13,pluto-19f2,1,upper,slow_attack,,2500000.0,-12.574406159082123,-12.313101253025518,2,0,0
ch1-upper-edge-narrow-pluto-19f2-20260813T225857Z,ch1-upper-edge-narrow-pluto-19f2-20260813T225857Z.json,2026-08-13,pluto-19f2,1,upper,slow_attack,,2500000.0,-12.477564885923618,-12.876287836620328,1,0,0
ch1-upper-edge-narrow-pluto-19f2-20260813T230651Z,ch1-upper-edge-narrow-pluto-19f2-20260813T230651Z.json,2026-08-13,pluto-19f2,1,upper,manual,50.0,2500000.0,-8.56378795019456,-8.014379237579632,6,0,0
ch1-upper-edge-narrow-pluto-19f2-20260813T231836Z,ch1-upper-edge-narrow-pluto-19f2-20260813T231836Z.json,2026-08-13,pluto-19f2,1,upper,manual,50.0,2500000.0,-8.738059883567754,-8.162686990127629,4,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260811T052835Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T052835Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.11461263298374,-27.57307970963545,2,2,2
ch1-upper-edge-narrow-pluto-5d4d-20260811T054814Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T054814Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.14330563282062,-27.615844718711678,5,5,5
ch1-upper-edge-narrow-pluto-5d4d-20260811T055224Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T055224Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.11347080945651,-27.589071016064892,2,2,2
ch1-upper-edge-narrow-pluto-5d4d-20260811T060741Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T060741Z.json,2026-08-11,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.672707241219609,-12.134896772266329,1,1,1
ch1-upper-edge-narrow-pluto-5d4d-20260811T063227Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T063227Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.347369279354076,-27.85528280397393,3,3,3
ch1-upper-edge-narrow-pluto-5d4d-20260811T064705Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T064705Z.json,2026-08-11,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.869321154701158,-12.227324105602532,1,1,1
ch1-upper-edge-narrow-pluto-5d4d-20260811T064912Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T064912Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.515816299106106,-27.968649733886043,1,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260811T070009Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T070009Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.425183485333193,-27.868973215755766,0,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260811T073038Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T073038Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.318048773583023,-27.79294235470763,3,3,3
ch1-upper-edge-narrow-pluto-5d4d-20260811T081451Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T081451Z.json,2026-08-11,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.314319997751566,-12.305747740923401,2,2,1
ch1-upper-edge-narrow-pluto-5d4d-20260811T085825Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T085825Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.713852628323753,-28.128034226955375,0,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260811T090235Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T090235Z.json,2026-08-11,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.528240752563306,-12.278253856770593,0,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260811T090717Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T090717Z.json,2026-08-11,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.841392915397714,-12.239091339267738,2,2,2
ch1-upper-edge-narrow-pluto-5d4d-20260811T093137Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T093137Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.777616473099894,-28.184518695396825,0,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260811T101931Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T101931Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.33835140149593,-27.87089490839515,3,3,3
ch1-upper-edge-narrow-pluto-5d4d-20260811T102627Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T102627Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.606359064856857,-28.051461674155405,1,1,1
ch1-upper-edge-narrow-pluto-5d4d-20260811T105721Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T105721Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.768600863288142,-28.183145411097886,0,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260811T112256Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T112256Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.361036732589696,-27.823592012381514,2,2,2
ch1-upper-edge-narrow-pluto-5d4d-20260811T112744Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T112744Z.json,2026-08-11,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.462602715267925,-12.229716529835253,1,1,1
ch1-upper-edge-narrow-pluto-5d4d-20260811T113841Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T113841Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.590251365461008,-28.033060782031797,2,2,2
ch1-upper-edge-narrow-pluto-5d4d-20260811T115113Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T115113Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.729003835797787,-28.171346291716723,0,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260811T123037Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T123037Z.json,2026-08-11,pluto-5d4d,1,upper,slow_attack,,2500000.0,-13.17311663718253,-12.33027380877948,0,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260811T125040Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T125040Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.750222779545616,-28.174177386243603,0,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260811T125245Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T125245Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.668820379335333,-28.10782262695389,1,1,1
ch1-upper-edge-narrow-pluto-5d4d-20260811T130308Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T130308Z.json,2026-08-11,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.951390713941233,-12.282080184894422,1,1,1
ch1-upper-edge-narrow-pluto-5d4d-20260811T131448Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T131448Z.json,2026-08-11,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.336951088658036,-12.488014049764995,3,3,2
ch1-upper-edge-narrow-pluto-5d4d-20260811T135403Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T135403Z.json,2026-08-11,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.831879891877794,-12.425444917887251,1,1,1
ch1-upper-edge-narrow-pluto-5d4d-20260811T143315Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T143315Z.json,2026-08-11,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.693705339643646,-12.524908987204991,1,1,1
ch1-upper-edge-narrow-pluto-5d4d-20260811T151557Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T151557Z.json,2026-08-11,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.289621193725601,-12.40341875933269,3,3,3
ch1-upper-edge-narrow-pluto-5d4d-20260811T151917Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T151917Z.json,2026-08-11,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.854674404232824,-12.35168436633262,2,2,2
ch1-upper-edge-narrow-pluto-5d4d-20260811T154501Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T154501Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.300951973911513,-27.67668943295557,3,3,3
ch1-upper-edge-narrow-pluto-5d4d-20260811T160903Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T160903Z.json,2026-08-11,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.576471943696287,-12.284346250289357,2,2,2
ch1-upper-edge-narrow-pluto-5d4d-20260811T172105Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T172105Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.654065215509632,-27.851540503088714,0,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260811T173640Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T173640Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.586168276849314,-27.812819717501505,2,2,0
ch1-upper-edge-narrow-pluto-5d4d-20260811T180711Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T180711Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.592793393800648,-27.81930072514438,0,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260811T182231Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T182231Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.88251591663891,-28.02874359902574,0,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260811T183711Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T183711Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.94684859146879,-28.05242153110531,1,1,1
ch1-upper-edge-narrow-pluto-5d4d-20260811T185215Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T185215Z.json,2026-08-11,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.277729862100477,-12.42010427185788,2,2,2
ch1-upper-edge-narrow-pluto-5d4d-20260811T185626Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T185626Z.json,2026-08-11,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.16053923521735,-12.108721211330757,2,2,2
ch1-upper-edge-narrow-pluto-5d4d-20260811T185833Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T185833Z.json,2026-08-11,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.381175046664417,-12.393653503664035,5,5,4
ch1-upper-edge-narrow-pluto-5d4d-20260811T194513Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T194513Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.80814950945929,-27.872773110669016,2,2,2
ch1-upper-edge-narrow-pluto-5d4d-20260811T194717Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T194717Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.614388815685096,-27.70999292250069,2,2,2
ch1-upper-edge-narrow-pluto-5d4d-20260811T195126Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T195126Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.91598128284051,-27.955494135475696,0,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260811T201121Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T201121Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.57454333368367,-27.67643529315787,2,2,2
ch1-upper-edge-narrow-pluto-5d4d-20260811T205026Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T205026Z.json,2026-08-11,pluto-5d4d,1,upper,slow_attack,,2500000.0,-13.06134987506427,-13.065968125867254,2,2,2
ch1-upper-edge-narrow-pluto-5d4d-20260811T205438Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T205438Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.50957628382926,-27.677670115910193,2,2,2
ch1-upper-edge-narrow-pluto-5d4d-20260811T210051Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T210051Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.161553269739404,-27.402878625477708,5,5,5
ch1-upper-edge-narrow-pluto-5d4d-20260811T211833Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T211833Z.json,2026-08-11,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.960086192879059,-12.998533399067,1,1,1
ch1-upper-edge-narrow-pluto-5d4d-20260811T212649Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T212649Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.316638253093604,-27.32428327609537,2,2,2
ch1-upper-edge-narrow-pluto-5d4d-20260811T213532Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T213532Z.json,2026-08-11,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.518771476907933,-12.543300309856578,2,2,2
ch1-upper-edge-narrow-pluto-5d4d-20260811T215936Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T215936Z.json,2026-08-11,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.62406969686678,-12.739334135280192,2,2,2
ch1-upper-edge-narrow-pluto-5d4d-20260811T220551Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T220551Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.242571794312035,-27.525111059850946,2,2,2
ch1-upper-edge-narrow-pluto-5d4d-20260811T222957Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T222957Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.008633231259974,-27.2707488358424,4,4,3
ch1-upper-edge-narrow-pluto-5d4d-20260811T224048Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T224048Z.json,2026-08-11,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.571177464008274,-12.51743199936472,1,1,1
ch1-upper-edge-narrow-pluto-5d4d-20260811T231657Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T231657Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.21217070249492,-27.493999046808156,0,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260811T232138Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T232138Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.33952090720436,-27.62151945071723,0,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260811T233201Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T233201Z.json,2026-08-11,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.198091526045296,-27.50715560074606,1,1,1
ch1-upper-edge-narrow-pluto-5d4d-20260811T233406Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T233406Z.json,2026-08-11,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.379697436035016,-12.312351544517208,2,2,2
ch1-upper-edge-narrow-pluto-5d4d-20260811T235836Z,ch1-upper-edge-narrow-pluto-5d4d-20260811T235836Z.json,2026-08-12,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.509823199550587,-12.672672904585989,0,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260812T000315Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T000315Z.json,2026-08-12,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.07865482689578,-27.424026631845887,1,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260812T001340Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T001340Z.json,2026-08-12,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.501288900279302,-12.692636051853041,0,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260812T001546Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T001546Z.json,2026-08-12,pluto-5d4d,1,upper,manual,50.0,2500000.0,-24.720955276444055,-27.06187737973492,3,3,2
ch1-upper-edge-narrow-pluto-5d4d-20260812T002518Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T002518Z.json,2026-08-12,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.494187866124626,-12.684789083553278,0,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260812T010831Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T010831Z.json,2026-08-12,pluto-5d4d,1,upper,slow_attack,,2500000.0,-13.003183885994062,-12.587318073412881,1,1,1
ch1-upper-edge-narrow-pluto-5d4d-20260812T011037Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T011037Z.json,2026-08-12,pluto-5d4d,1,upper,manual,50.0,2500000.0,-24.896707969375758,-27.309119101719872,1,1,1
ch1-upper-edge-narrow-pluto-5d4d-20260812T011241Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T011241Z.json,2026-08-12,pluto-5d4d,1,upper,manual,50.0,2500000.0,-24.980584705042705,-27.380453552638777,1,1,1
ch1-upper-edge-narrow-pluto-5d4d-20260812T024410Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T024410Z.json,2026-08-12,pluto-5d4d,1,upper,manual,50.0,2500000.0,-24.643475010172796,-27.10161015964619,1,1,1
ch1-upper-edge-narrow-pluto-5d4d-20260812T030807Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T030807Z.json,2026-08-12,pluto-5d4d,1,upper,manual,50.0,2500000.0,-24.351162830058307,-26.834322230860913,2,2,2
ch1-upper-edge-narrow-pluto-5d4d-20260812T032516Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T032516Z.json,2026-08-12,pluto-5d4d,1,upper,manual,50.0,2500000.0,-24.7374626243696,-27.210763457614924,1,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260812T035523Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T035523Z.json,2026-08-12,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.115980610966089,-12.343385715867202,1,1,1
ch1-upper-edge-narrow-pluto-5d4d-20260812T040209Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T040209Z.json,2026-08-12,pluto-5d4d,1,upper,manual,50.0,2500000.0,-24.750607094227995,-27.191779629345625,0,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260812T040412Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T040412Z.json,2026-08-12,pluto-5d4d,1,upper,manual,50.0,2500000.0,-24.762902045133217,-27.204664663964472,0,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260812T040819Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T040819Z.json,2026-08-12,pluto-5d4d,1,upper,manual,50.0,2500000.0,-24.541938619770352,-26.980290288224296,4,4,3
ch1-upper-edge-narrow-pluto-5d4d-20260812T041023Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T041023Z.json,2026-08-12,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.545360478996306,-12.372690009124756,4,4,1
ch1-upper-edge-narrow-pluto-5d4d-20260812T043422Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T043422Z.json,2026-08-12,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.347664516585414,-12.327172167215544,1,1,1
ch1-upper-edge-narrow-pluto-5d4d-20260812T044037Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T044037Z.json,2026-08-12,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.15199415572773,-12.516136539107572,2,2,2
ch1-upper-edge-narrow-pluto-5d4d-20260812T044243Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T044243Z.json,2026-08-12,pluto-5d4d,1,upper,manual,50.0,2500000.0,-24.43975827987362,-26.933229812409532,1,1,1
ch1-upper-edge-narrow-pluto-5d4d-20260812T044804Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T044804Z.json,2026-08-12,pluto-5d4d,1,upper,manual,50.0,2500000.0,-24.58224986126472,-27.050272702857203,1,1,1
ch1-upper-edge-narrow-pluto-5d4d-20260812T045008Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T045008Z.json,2026-08-12,pluto-5d4d,1,upper,manual,50.0,2500000.0,-24.87300290159046,-27.296460313591147,0,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260812T045212Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T045212Z.json,2026-08-12,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.254873891238496,-12.531571709087954,0,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260812T051329Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T051329Z.json,2026-08-12,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.466029110294981,-12.479105060306306,4,4,2
ch1-upper-edge-narrow-pluto-5d4d-20260812T054245Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T054245Z.json,2026-08-12,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.321723381609953,-12.525898689586317,2,2,1
ch1-upper-edge-narrow-pluto-5d4d-20260812T065658Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T065658Z.json,2026-08-12,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.318338424911857,-27.72114178848468,2,2,1
ch1-upper-edge-narrow-pluto-5d4d-20260812T073055Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T073055Z.json,2026-08-12,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.751950596703622,-12.21832215315888,0,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260812T075515Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T075515Z.json,2026-08-12,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.066170952240496,-12.30162764971221,5,5,5
ch1-upper-edge-narrow-pluto-5d4d-20260812T090953Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T090953Z.json,2026-08-12,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.80156976091964,-12.407053900015848,2,2,2
ch1-upper-edge-narrow-pluto-5d4d-20260812T092117Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T092117Z.json,2026-08-12,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.89075556080123,-12.640208068275156,2,0,0
ch1-upper-edge-narrow-pluto-5d4d-20260812T094155Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T094155Z.json,2026-08-12,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.427866166795162,-27.86520113531395,3,3,2
ch1-upper-edge-narrow-pluto-5d4d-20260812T094541Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T094541Z.json,2026-08-12,pluto-5d4d,1,upper,slow_attack,,2500000.0,-12.799356195953177,-12.633476378446671,2,2,2
ch1-upper-edge-narrow-pluto-5d4d-20260812T100437Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T100437Z.json,2026-08-12,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.377750272722835,-27.84404395214129,1,1,1
ch1-upper-edge-narrow-pluto-5d4d-20260812T104405Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T104405Z.json,2026-08-12,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.041201732997344,-27.511243625428023,4,4,4
ch1-upper-edge-narrow-pluto-5d4d-20260812T111856Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T111856Z.json,2026-08-12,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.11165921327769,-27.576536453331897,4,4,3
ch1-upper-edge-narrow-pluto-5d4d-20260812T115431Z,ch1-upper-edge-narrow-pluto-5d4d-20260812T115431Z.json,2026-08-12,pluto-5d4d,1,upper,manual,50.0,2500000.0,-25.25312716436766,-27.678146825870154,4,4,3
