capture_id,report,date,radio,channel,edge,gain_mode,configured_gain_db,sample_rate_hz,capture_rms_rx0_dbfs,capture_rms_rx1_dbfs,track_count,dual_valid_track_count,strong_slope_track_count
ch1-lower-edge-narrow-20260811T045702Z,ch1-lower-edge-narrow-20260811T045702Z.json,2026-08-11,legacy-radio,1,lower,manual,50.0,2500000.0,-9.223823572786728,-11.137695865742113,0,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T050333Z,ch1-lower-edge-narrow-pluto-19f2-20260811T050333Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.716825616500797,-12.608096383545561,3,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T053133Z,ch1-lower-edge-narrow-pluto-19f2-20260811T053133Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.772521955661462,-12.278494008575688,1,1,1
ch1-lower-edge-narrow-pluto-19f2-20260811T055032Z,ch1-lower-edge-narrow-pluto-19f2-20260811T055032Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.318359459166064,-7.913023679971365,2,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T060059Z,ch1-lower-edge-narrow-pluto-19f2-20260811T060059Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.599126814328006,-12.6368702312353,3,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T060512Z,ch1-lower-edge-narrow-pluto-19f2-20260811T060512Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.36218767095475,-7.946165195347867,2,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T061954Z,ch1-lower-edge-narrow-pluto-19f2-20260811T061954Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.06071855028007,-7.485967232476232,2,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T063639Z,ch1-lower-edge-narrow-pluto-19f2-20260811T063639Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.423136838827618,-8.04469486877528,0,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T064254Z,ch1-lower-edge-narrow-pluto-19f2-20260811T064254Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.245639145474318,-7.85919543089506,4,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T070356Z,ch1-lower-edge-narrow-pluto-19f2-20260811T070356Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.306297439086157,-7.901863193564895,0,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T070805Z,ch1-lower-edge-narrow-pluto-19f2-20260811T070805Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.098742232267814,-7.653277333528184,1,1,1
ch1-lower-edge-narrow-pluto-19f2-20260811T072244Z,ch1-lower-edge-narrow-pluto-19f2-20260811T072244Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.32739212924394,-7.893170325456323,3,2,2
ch1-lower-edge-narrow-pluto-19f2-20260811T073104Z,ch1-lower-edge-narrow-pluto-19f2-20260811T073104Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.227203809029207,-7.831075103339721,0,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T073720Z,ch1-lower-edge-narrow-pluto-19f2-20260811T073720Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.096564007672942,-7.732186146787411,3,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T074746Z,ch1-lower-edge-narrow-pluto-19f2-20260811T074746Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.202109584258746,-12.768096791005663,0,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T075610Z,ch1-lower-edge-narrow-pluto-19f2-20260811T075610Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.169459817636206,-7.714974423306553,3,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T080432Z,ch1-lower-edge-narrow-pluto-19f2-20260811T080432Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.116258959908377,-12.639867627921706,3,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T082324Z,ch1-lower-edge-narrow-pluto-19f2-20260811T082324Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.228998000452272,-12.313748861715762,1,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T083559Z,ch1-lower-edge-narrow-pluto-19f2-20260811T083559Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.378342174068647,-7.915993643958002,0,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T084836Z,ch1-lower-edge-narrow-pluto-19f2-20260811T084836Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.18625409507811,-12.933128808791581,0,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T085903Z,ch1-lower-edge-narrow-pluto-19f2-20260811T085903Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.382153233451186,-7.9431003358313825,1,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T092207Z,ch1-lower-edge-narrow-pluto-19f2-20260811T092207Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.12606322067839,-7.686656483851012,3,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T093441Z,ch1-lower-edge-narrow-pluto-19f2-20260811T093441Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.14065437168175,-12.641462805626539,0,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T100157Z,ch1-lower-edge-narrow-pluto-19f2-20260811T100157Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.49820317212538,-8.04150477238205,1,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T101630Z,ch1-lower-edge-narrow-pluto-19f2-20260811T101630Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.304992774373266,-12.7413317710666,2,1,0
ch1-lower-edge-narrow-pluto-19f2-20260811T105203Z,ch1-lower-edge-narrow-pluto-19f2-20260811T105203Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.120995338342269,-7.642620915052465,3,3,1
ch1-lower-edge-narrow-pluto-19f2-20260811T112942Z,ch1-lower-edge-narrow-pluto-19f2-20260811T112942Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.423835926889945,-7.98509205327783,1,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T113803Z,ch1-lower-edge-narrow-pluto-19f2-20260811T113803Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.301395140215712,-12.71472989026962,4,4,1
ch1-lower-edge-narrow-pluto-19f2-20260811T114009Z,ch1-lower-edge-narrow-pluto-19f2-20260811T114009Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.293630574882277,-12.730848378545787,1,1,1
ch1-lower-edge-narrow-pluto-19f2-20260811T121136Z,ch1-lower-edge-narrow-pluto-19f2-20260811T121136Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.65237755078459,-8.223051885455318,0,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T122201Z,ch1-lower-edge-narrow-pluto-19f2-20260811T122201Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.202579666988484,-7.713812119056149,4,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T123229Z,ch1-lower-edge-narrow-pluto-19f2-20260811T123229Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.524257877673678,-8.11398134701605,0,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T125527Z,ch1-lower-edge-narrow-pluto-19f2-20260811T125527Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.375927284044742,-12.463045199833832,2,1,0
ch1-lower-edge-narrow-pluto-19f2-20260811T131215Z,ch1-lower-edge-narrow-pluto-19f2-20260811T131215Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.257289359843934,-7.724309064198302,2,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T135246Z,ch1-lower-edge-narrow-pluto-19f2-20260811T135246Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.312382269362264,-12.369387633682667,2,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T140722Z,ch1-lower-edge-narrow-pluto-19f2-20260811T140722Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.099383902162465,-7.638244443947013,4,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T140927Z,ch1-lower-edge-narrow-pluto-19f2-20260811T140927Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.332635323574799,-12.638539029508953,2,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T141752Z,ch1-lower-edge-narrow-pluto-19f2-20260811T141752Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.201884475497023,-7.7962099446630155,0,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T144048Z,ch1-lower-edge-narrow-pluto-19f2-20260811T144048Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.354556999695088,-12.612467489920425,3,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T144509Z,ch1-lower-edge-narrow-pluto-19f2-20260811T144509Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.191195457861765,-12.746188018579298,2,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T150835Z,ch1-lower-edge-narrow-pluto-19f2-20260811T150835Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.271653289868388,-12.923047124329479,0,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T151250Z,ch1-lower-edge-narrow-pluto-19f2-20260811T151250Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.110177168290129,-7.529278385655895,4,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T153552Z,ch1-lower-edge-narrow-pluto-19f2-20260811T153552Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-7.894725881490604,-7.282460238396293,6,1,0
ch1-lower-edge-narrow-pluto-19f2-20260811T153758Z,ch1-lower-edge-narrow-pluto-19f2-20260811T153758Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.644152652578903,-12.36046163170887,1,1,1
ch1-lower-edge-narrow-pluto-19f2-20260811T155712Z,ch1-lower-edge-narrow-pluto-19f2-20260811T155712Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.269342739624486,-7.704687661456401,0,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T160116Z,ch1-lower-edge-narrow-pluto-19f2-20260811T160116Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.175597182839137,-12.828225036371341,2,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T162130Z,ch1-lower-edge-narrow-pluto-19f2-20260811T162130Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.155948835153666,-12.678427105664671,1,1,1
ch1-lower-edge-narrow-pluto-19f2-20260811T164221Z,ch1-lower-edge-narrow-pluto-19f2-20260811T164221Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.282845442702852,-12.64179609006046,6,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T164838Z,ch1-lower-edge-narrow-pluto-19f2-20260811T164838Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.436652752655107,-7.911822406395668,0,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T165246Z,ch1-lower-edge-narrow-pluto-19f2-20260811T165246Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.437267157691474,-12.970838282005397,1,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T170519Z,ch1-lower-edge-narrow-pluto-19f2-20260811T170519Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.358408319416275,-7.831282843226202,4,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T170928Z,ch1-lower-edge-narrow-pluto-19f2-20260811T170928Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.2871653050979,-7.901363379030286,3,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T171541Z,ch1-lower-edge-narrow-pluto-19f2-20260811T171541Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.840506511058582,-12.586392334975356,2,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T171748Z,ch1-lower-edge-narrow-pluto-19f2-20260811T171748Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.203340925956299,-7.84803945185611,0,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T171953Z,ch1-lower-edge-narrow-pluto-19f2-20260811T171953Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.39814293914111,-12.31773235035331,4,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T173950Z,ch1-lower-edge-narrow-pluto-19f2-20260811T173950Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.516910300373624,-12.479133405887888,1,1,1
ch1-lower-edge-narrow-pluto-19f2-20260811T180932Z,ch1-lower-edge-narrow-pluto-19f2-20260811T180932Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-7.941739790610277,-7.6300193299286505,2,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T184933Z,ch1-lower-edge-narrow-pluto-19f2-20260811T184933Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.39414166725723,-12.569241497312484,1,1,1
ch1-lower-edge-narrow-pluto-19f2-20260811T185143Z,ch1-lower-edge-narrow-pluto-19f2-20260811T185143Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.64915348348554,-12.481009135807849,3,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T190004Z,ch1-lower-edge-narrow-pluto-19f2-20260811T190004Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-13.02273181917375,-12.577658057756295,4,2,0
ch1-lower-edge-narrow-pluto-19f2-20260811T190623Z,ch1-lower-edge-narrow-pluto-19f2-20260811T190623Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.664121396615066,-12.50346266790455,2,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T194034Z,ch1-lower-edge-narrow-pluto-19f2-20260811T194034Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.464851913511751,-12.384472441239026,2,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T200123Z,ch1-lower-edge-narrow-pluto-19f2-20260811T200123Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-7.8262223375698685,-7.268356781289822,3,3,2
ch1-lower-edge-narrow-pluto-19f2-20260811T212419Z,ch1-lower-edge-narrow-pluto-19f2-20260811T212419Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.629316195680133,-12.465081189736635,3,3,2
ch1-lower-edge-narrow-pluto-19f2-20260811T212805Z,ch1-lower-edge-narrow-pluto-19f2-20260811T212805Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.80763173375883,-12.52486374476141,1,1,1
ch1-lower-edge-narrow-pluto-19f2-20260811T213920Z,ch1-lower-edge-narrow-pluto-19f2-20260811T213920Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-13.06724916362562,-12.844828496076165,0,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T222739Z,ch1-lower-edge-narrow-pluto-19f2-20260811T222739Z.json,2026-08-11,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.71668986666769,-12.525158152417212,6,1,0
ch1-lower-edge-narrow-pluto-19f2-20260811T232748Z,ch1-lower-edge-narrow-pluto-19f2-20260811T232748Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-7.875538563196725,-7.586554463244988,1,1,0
ch1-lower-edge-narrow-pluto-19f2-20260811T233132Z,ch1-lower-edge-narrow-pluto-19f2-20260811T233132Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-7.868770509098672,-7.569492064367658,3,0,0
ch1-lower-edge-narrow-pluto-19f2-20260811T235035Z,ch1-lower-edge-narrow-pluto-19f2-20260811T235035Z.json,2026-08-11,pluto-19f2,1,lower,manual,50.0,2500000.0,-7.7954892634285455,-7.471751911607633,1,1,1
ch1-lower-edge-narrow-pluto-19f2-20260812T001304Z,ch1-lower-edge-narrow-pluto-19f2-20260812T001304Z.json,2026-08-12,pluto-19f2,1,lower,manual,50.0,2500000.0,-7.816653155264245,-7.470776940543969,3,0,0
ch1-lower-edge-narrow-pluto-19f2-20260812T004316Z,ch1-lower-edge-narrow-pluto-19f2-20260812T004316Z.json,2026-08-12,pluto-19f2,1,lower,manual,50.0,2500000.0,-7.831248586705559,-7.512754117503892,2,0,0
ch1-lower-edge-narrow-pluto-19f2-20260812T012435Z,ch1-lower-edge-narrow-pluto-19f2-20260812T012435Z.json,2026-08-12,pluto-19f2,1,lower,manual,50.0,2500000.0,-7.696686351558373,-7.352842236222084,4,1,0
ch1-lower-edge-narrow-pluto-19f2-20260812T014726Z,ch1-lower-edge-narrow-pluto-19f2-20260812T014726Z.json,2026-08-12,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.4316103241301,-12.413001365562703,1,1,1
ch1-lower-edge-narrow-pluto-19f2-20260812T020231Z,ch1-lower-edge-narrow-pluto-19f2-20260812T020231Z.json,2026-08-12,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.527761614345678,-12.356623749961964,1,1,1
ch1-lower-edge-narrow-pluto-19f2-20260812T021347Z,ch1-lower-edge-narrow-pluto-19f2-20260812T021347Z.json,2026-08-12,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.502554418047085,-12.442214633006985,1,1,0
ch1-lower-edge-narrow-pluto-19f2-20260812T025505Z,ch1-lower-edge-narrow-pluto-19f2-20260812T025505Z.json,2026-08-12,pluto-19f2,1,lower,manual,50.0,2500000.0,-7.427988212303496,-7.111566582482878,1,1,1
ch1-lower-edge-narrow-pluto-19f2-20260812T030233Z,ch1-lower-edge-narrow-pluto-19f2-20260812T030233Z.json,2026-08-12,pluto-19f2,1,lower,manual,50.0,2500000.0,-7.381060699365186,-7.079224197795374,1,1,0
ch1-lower-edge-narrow-pluto-19f2-20260812T034005Z,ch1-lower-edge-narrow-pluto-19f2-20260812T034005Z.json,2026-08-12,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.55033671356301,-12.31455741604002,0,0,0
ch1-lower-edge-narrow-pluto-19f2-20260812T035121Z,ch1-lower-edge-narrow-pluto-19f2-20260812T035121Z.json,2026-08-12,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.43926745911766,-12.358779352487765,0,0,0
ch1-lower-edge-narrow-pluto-19f2-20260812T035507Z,ch1-lower-edge-narrow-pluto-19f2-20260812T035507Z.json,2026-08-12,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.374671252124623,-12.364296505516382,0,0,0
ch1-lower-edge-narrow-pluto-19f2-20260812T035853Z,ch1-lower-edge-narrow-pluto-19f2-20260812T035853Z.json,2026-08-12,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.380183084069143,-12.23864040821634,1,1,1
ch1-lower-edge-narrow-pluto-19f2-20260812T044355Z,ch1-lower-edge-narrow-pluto-19f2-20260812T044355Z.json,2026-08-12,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.526202842236874,-12.585456995463094,3,0,0
ch1-lower-edge-narrow-pluto-19f2-20260812T045520Z,ch1-lower-edge-narrow-pluto-19f2-20260812T045520Z.json,2026-08-12,pluto-19f2,1,lower,manual,50.0,2500000.0,-7.399717282561214,-7.095603747026558,1,1,1
ch1-lower-edge-narrow-pluto-19f2-20260812T052538Z,ch1-lower-edge-narrow-pluto-19f2-20260812T052538Z.json,2026-08-12,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.581203879710019,-12.463937201861912,2,2,0
ch1-lower-edge-narrow-pluto-19f2-20260812T070747Z,ch1-lower-edge-narrow-pluto-19f2-20260812T070747Z.json,2026-08-12,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.052832241719651,-7.6532518751839484,3,0,0
ch1-lower-edge-narrow-pluto-19f2-20260812T073807Z,ch1-lower-edge-narrow-pluto-19f2-20260812T073807Z.json,2026-08-12,pluto-19f2,1,lower,manual,50.0,2500000.0,-7.922467862711984,-7.402174208988901,1,1,1
ch1-lower-edge-narrow-pluto-19f2-20260812T074153Z,ch1-lower-edge-narrow-pluto-19f2-20260812T074153Z.json,2026-08-12,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.118434397615253,-11.791575879693779,0,0,0
ch1-lower-edge-narrow-pluto-19f2-20260812T075320Z,ch1-lower-edge-narrow-pluto-19f2-20260812T075320Z.json,2026-08-12,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.202067451659019,-7.8529982357245505,1,0,0
ch1-lower-edge-narrow-pluto-19f2-20260812T075706Z,ch1-lower-edge-narrow-pluto-19f2-20260812T075706Z.json,2026-08-12,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.710550358059203,-12.6537591007725,1,1,0
ch1-lower-edge-narrow-pluto-19f2-20260812T080054Z,ch1-lower-edge-narrow-pluto-19f2-20260812T080054Z.json,2026-08-12,pluto-19f2,1,lower,manual,50.0,2500000.0,-7.764332448873821,-7.299575865236731,2,2,1
ch1-lower-edge-narrow-pluto-19f2-20260812T080440Z,ch1-lower-edge-narrow-pluto-19f2-20260812T080440Z.json,2026-08-12,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.198530378473789,-7.822017810065374,2,0,0
ch1-lower-edge-narrow-pluto-19f2-20260812T090130Z,ch1-lower-edge-narrow-pluto-19f2-20260812T090130Z.json,2026-08-12,pluto-19f2,1,lower,manual,50.0,2500000.0,-7.96685894298411,-7.636408592983014,3,0,0
ch1-lower-edge-narrow-pluto-19f2-20260812T093146Z,ch1-lower-edge-narrow-pluto-19f2-20260812T093146Z.json,2026-08-12,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.893743090216205,-12.543604180477539,1,1,0
ch1-lower-edge-narrow-pluto-19f2-20260812T095043Z,ch1-lower-edge-narrow-pluto-19f2-20260812T095043Z.json,2026-08-12,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.576836332701438,-12.673585865973578,3,0,0
ch1-lower-edge-narrow-pluto-19f2-20260812T100206Z,ch1-lower-edge-narrow-pluto-19f2-20260812T100206Z.json,2026-08-12,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.957569123198047,-12.628401313657179,2,0,0
ch1-lower-edge-narrow-pluto-19f2-20260812T101330Z,ch1-lower-edge-narrow-pluto-19f2-20260812T101330Z.json,2026-08-12,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.656013000416706,-12.514712859812168,2,0,0
ch1-lower-edge-narrow-pluto-19f2-20260812T104350Z,ch1-lower-edge-narrow-pluto-19f2-20260812T104350Z.json,2026-08-12,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.801967916882461,-12.595111468788275,2,2,2
ch1-lower-edge-narrow-pluto-19f2-20260812T111402Z,ch1-lower-edge-narrow-pluto-19f2-20260812T111402Z.json,2026-08-12,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.089188585072451,-7.745809272921527,4,0,0
ch1-lower-edge-narrow-pluto-19f2-20260812T112908Z,ch1-lower-edge-narrow-pluto-19f2-20260812T112908Z.json,2026-08-12,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.69166488010914,-12.387191727582978,0,0,0
ch1-lower-edge-narrow-pluto-19f2-20260812T115539Z,ch1-lower-edge-narrow-pluto-19f2-20260812T115539Z.json,2026-08-12,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.621239695986752,-12.43427682163431,5,1,0
ch1-lower-edge-narrow-pluto-19f2-20260812T120703Z,ch1-lower-edge-narrow-pluto-19f2-20260812T120703Z.json,2026-08-12,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.19399006922975,-7.864164145030048,1,0,0
ch1-lower-edge-narrow-pluto-19f2-20260812T124844Z,ch1-lower-edge-narrow-pluto-19f2-20260812T124844Z.json,2026-08-12,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.173297792511791,-7.801206828784294,2,0,0
ch1-lower-edge-narrow-pluto-19f2-20260812T125230Z,ch1-lower-edge-narrow-pluto-19f2-20260812T125230Z.json,2026-08-12,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.936932212544985,-12.620775160148073,1,1,1
ch1-lower-edge-narrow-pluto-19f2-20260812T125619Z,ch1-lower-edge-narrow-pluto-19f2-20260812T125619Z.json,2026-08-12,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.686941903181253,-12.656233994044474,2,0,0
ch1-lower-edge-narrow-pluto-19f2-20260812T130743Z,ch1-lower-edge-narrow-pluto-19f2-20260812T130743Z.json,2026-08-12,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.81774481223711,-12.532215537611664,3,0,0
ch1-lower-edge-narrow-pluto-19f2-20260812T131518Z,ch1-lower-edge-narrow-pluto-19f2-20260812T131518Z.json,2026-08-12,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.647674808382114,-12.379944263164406,3,3,1
ch1-lower-edge-narrow-pluto-19f2-20260812T152805Z,ch1-lower-edge-narrow-pluto-19f2-20260812T152805Z.json,2026-08-12,pluto-19f2,1,lower,manual,50.0,2500000.0,-7.998843834932056,-7.436896025438962,4,0,0
ch1-lower-edge-narrow-pluto-19f2-20260812T153923Z,ch1-lower-edge-narrow-pluto-19f2-20260812T153923Z.json,2026-08-12,pluto-19f2,1,lower,manual,50.0,2500000.0,-7.983425768525619,-7.449574832372693,3,3,1
ch1-lower-edge-narrow-pluto-19f2-20260812T163241Z,ch1-lower-edge-narrow-pluto-19f2-20260812T163241Z.json,2026-08-12,pluto-19f2,1,lower,slow_attack,,2500000.0,-12.465338488672685,-12.630024507793289,4,4,3
ch1-lower-edge-narrow-pluto-19f2-20260812T194645Z,ch1-lower-edge-narrow-pluto-19f2-20260812T194645Z.json,2026-08-12,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.090862540155387,-7.482160915719613,6,0,0
ch1-lower-edge-narrow-pluto-19f2-20260812T200612Z,ch1-lower-edge-narrow-pluto-19f2-20260812T200612Z.json,2026-08-12,pluto-19f2,1,lower,manual,50.0,2500000.0,-8.250485274291709,-7.76427192788881,1,0,0
ch1-lower-edge-narrow-pluto-19f2-20260812T204831Z,ch1-lower-edge-narrow-pluto-19f2-20260812T204831Z.json,2026-08-12,pluto-19f2,1,lower,manual,50.0,2500000.0,-7.877739278923385,-7.342068025022163,0,0,0
ch1-lower-edge-narrow-pluto-19f2-20260812T210409Z,ch1-lower-edge-narrow-pluto-19f2-20260812T210409Z.json,2026-08-12,pluto-19f2,1,lower,manual,50.0,2500000.0,-7.90830411083086,-7.385734870437761,5,0,0
ch1-lower-edge-narrow-pluto-19f2-20260812T210800Z,ch1-lower-edge-narrow-pluto-19f2-20260812T210800Z.json,2026-08-12,pluto-19f2,1,lower,slow_attack,,2500000.0,-13.074294224314373,-12.636314441742691,1,0,0
